playerId,tournamentId,startTime,endTime,isAvailable
5,1,2024-10-22T14:00:00Z,2024-10-22T16:00:00Z,true
5,1,2024-10-22T16:00:00Z,2024-10-22T18:00:00Z,false
5,1,2024-10-22T18:00:00Z,2024-10-22T20:00:00Z,false
5,1,2024-10-22T20:00:00Z,2024-10-22T22:00:00Z,false
6,1,2024-10-08T08:00:00Z,2024-10-08T10:00:00Z,false
6,1,2024-10-08T10:00:00Z,2024-10-08T12:00:00Z,false
6,1,2024-10-08T12:00:00Z,2024-10-08T14:00:00Z,false
6,1,2024-10-08T14:00:00Z,2024-10-08T16:00:00Z,false
6,1,2024-10-08T16:00:00Z,2024-10-08T18:00:00Z,true
6,1,2024-10-08T18:00:00Z,2024-10-08T20:00:00Z,false
6,1,2024-10-08T20:00:00Z,2024-10-08T22:00:00Z,false
7,1,2024-10-04T08:00:00Z,2024-10-04T10:00:00Z,false
7,1,2024-10-04T10:00:00Z,2024-10-04T12:00:00Z,true
7,1,2024-10-04T12:00:00Z,2024-10-04T14:00:00Z,true
7,1,2024-10-04T14:00:00Z,2024-10-04T16:00:00Z,false
7,1,2024-10-04T16:00:00Z,2024-10-04T18:00:00Z,false
7,1,2024-10-04T18:00:00Z,2024-10-04T20:00:00Z,false
7,1,2024-10-04T20:00:00Z,2024-10-04T22:00:00Z,false
8,1,2024-10-13T08:00:00Z,2024-10-13T10:00:00Z,false
8,1,2024-10-13T10:00:00Z,2024-10-13T12:00:00Z,false
8,1,2024-10-13T12:00:00Z,2024-10-13T14:00:00Z,true
8,1,2024-10-13T14:00:00Z,2024-10-13T16:00:00Z,true
8,1,2024-10-13T16:00:00Z,2024-10-13T18:00:00Z,true
8,1,2024-10-13T18:00:00Z,2024-10-13T20:00:00Z,false
8,1,2024-10-13T20:00:00Z,2024-10-13T22:00:00Z,false
9,1,2024-10-14T08:00:00Z,2024-10-14T10:00:00Z,false
9,1,2024-10-14T10:00:00Z,2024-10-14T12:00:00Z,true
9,1,2024-10-14T12:00:00Z,2024-10-14T14:00:00Z,true
9,1,2024-10-14T14:00:00Z,2024-10-14T16:00:00Z,false
9,1,2024-10-14T16:00:00Z,2024-10-14T18:00:00Z,false
9,1,2024-10-14T18:00:00Z,2024-10-14T20:00:00Z,false
9,1,2024-10-14T20:00:00Z,2024-10-14T22:00:00Z,false
10,1,2024-10-20T08:00:00Z,2024-10-20T10:00:00Z,false
10,1,2024-10-20T10:00:00Z,2024-10-20T12:00:00Z,false
10,1,2024-10-20T12:00:00Z,2024-10-20T14:00:00Z,true
10,1,2024-10-20T14:00:00Z,2024-10-20T16:00:00Z,false
10,1,2024-10-20T16:00:00Z,2024-10-20T18:00:00Z,false
10,1,2024-10-20T18:00:00Z,2024-10-20T20:00:00Z,false
10,1,2024-10-20T20:00:00Z,2024-10-20T22:00:00Z,false
11,1,2024-10-10T08:00:00Z,2024-10-10T10:00:00Z,false
11,1,2024-10-10T10:00:00Z,2024-10-10T12:00:00Z,false
11,1,2024-10-10T12:00:00Z,2024-10-10T14:00:00Z,false
11,1,2024-10-10T14:00:00Z,2024-10-10T16:00:00Z,false
11,1,2024-10-10T16:00:00Z,2024-10-10T18:00:00Z,true
11,1,2024-10-10T18:00:00Z,2024-10-10T20:00:00Z,false
11,1,2024-10-10T20:00:00Z,2024-10-10T22:00:00Z,false
12,1,2024-10-22T08:00:00Z,2024-10-22T10:00:00Z,false
12,1,2024-10-22T10:00:00Z,2024-10-22T12:00:00Z,true
12,1,2024-10-22T12:00:00Z,2024-10-22T14:00:00Z,true
12,1,2024-10-22T14:00:00Z,2024-10-22T16:00:00Z,true
12,1,2024-10-22T16:00:00Z,2024-10-22T18:00:00Z,false
12,1,2024-10-22T18:00:00Z,2024-10-22T20:00:00Z,false
12,1,2024-10-22T20:00:00Z,2024-10-22T22:00:00Z,false
13,1,2024-10-23T08:00:00Z,2024-10-23T10:00:00Z,true
13,1,2024-10-23T10:00:00Z,2024-10-23T12:00:00Z,true
13,1,2024-10-23T12:00:00Z,2024-10-23T14:00:00Z,true
13,1,2024-10-23T14:00:00Z,2024-10-23T16:00:00Z,false
13,1,2024-10-23T16:00:00Z,2024-10-23T18:00:00Z,false
13,1,2024-10-23T18:00:00Z,2024-10-23T20:00:00Z,false
13,1,2024-10-23T20:00:00Z,2024-10-23T22:00:00Z,false
14,1,2024-10-23T08:00:00Z,2024-10-23T10:00:00Z,false
14,1,2024-10-23T10:00:00Z,2024-10-23T12:00:00Z,false
14,1,2024-10-23T12:00:00Z,2024-10-23T14:00:00Z,false
14,1,2024-10-23T14:00:00Z,2024-10-23T16:00:00Z,false
14,1,2024-10-23T16:00:00Z,2024-10-23T18:00:00Z,false
14,1,2024-10-23T18:00:00Z,2024-10-23T20:00:00Z,true
14,1,2024-10-23T20:00:00Z,2024-10-23T22:00:00Z,true
15,1,2024-10-03T08:00:00Z,2024-10-03T10:00:00Z,false
15,1,2024-10-03T10:00:00Z,2024-10-03T12:00:00Z,true
15,1,2024-10-03T12:00:00Z,2024-10-03T14:00:00Z,false
15,1,2024-10-03T14:00:00Z,2024-10-03T16:00:00Z,false
15,1,2024-10-03T16:00:00Z,2024-10-03T18:00:00Z,false
15,1,2024-10-03T18:00:00Z,2024-10-03T20:00:00Z,false
15,1,2024-10-03T20:00:00Z,2024-10-03T22:00:00Z,false
16,1,2024-10-19T08:00:00Z,2024-10-19T10:00:00Z,false
16,1,2024-10-19T10:00:00Z,2024-10-19T12:00:00Z,false
16,1,2024-10-19T12:00:00Z,2024-10-19T14:00:00Z,false
16,1,2024-10-19T14:00:00Z,2024-10-19T16:00:00Z,false
16,1,2024-10-19T16:00:00Z,2024-10-19T18:00:00Z,false
16,1,2024-10-19T18:00:00Z,2024-10-19T20:00:00Z,true
16,1,2024-10-19T20:00:00Z,2024-10-19T22:00:00Z,false
17,1,2024-10-10T08:00:00Z,2024-10-10T10:00:00Z,false
17,1,2024-10-10T10:00:00Z,2024-10-10T12:00:00Z,false
17,1,2024-10-10T12:00:00Z,2024-10-10T14:00:00Z,false
17,1,2024-10-10T14:00:00Z,2024-10-10T16:00:00Z,true
17,1,2024-10-10T16:00:00Z,2024-10-10T18:00:00Z,false
17,1,2024-10-10T18:00:00Z,2024-10-10T20:00:00Z,false
17,1,2024-10-10T20:00:00Z,2024-10-10T22:00:00Z,false
18,1,2024-10-27T08:00:00Z,2024-10-27T10:00:00Z,false
18,1,2024-10-27T10:00:00Z,2024-10-27T12:00:00Z,false
18,1,2024-10-27T12:00:00Z,2024-10-27T14:00:00Z,false
18,1,2024-10-27T14:00:00Z,2024-10-27T16:00:00Z,false
18,1,2024-10-27T16:00:00Z,2024-10-27T18:00:00Z,false
18,1,2024-10-27T18:00:00Z,2024-10-27T20:00:00Z,true
18,1,2024-10-27T20:00:00Z,2024-10-27T22:00:00Z,true
19,1,2024-10-25T08:00:00Z,2024-10-25T10:00:00Z,false
19,1,2024-10-25T10:00:00Z,2024-10-25T12:00:00Z,false
19,1,2024-10-25T12:00:00Z,2024-10-25T14:00:00Z,false
19,1,2024-10-25T14:00:00Z,2024-10-25T16:00:00Z,false
19,1,2024-10-25T16:00:00Z,2024-10-25T18:00:00Z,false
19,1,2024-10-25T18:00:00Z,2024-10-25T20:00:00Z,false
19,1,2024-10-25T20:00:00Z,2024-10-25T22:00:00Z,true
20,1,2024-10-08T08:00:00Z,2024-10-08T10:00:00Z,false
20,1,2024-10-08T10:00:00Z,2024-10-08T12:00:00Z,false
20,1,2024-10-08T12:00:00Z,2024-10-08T14:00:00Z,false
20,1,2024-10-08T14:00:00Z,2024-10-08T16:00:00Z,false
20,1,2024-10-08T16:00:00Z,2024-10-08T18:00:00Z,false
20,1,2024-10-08T18:00:00Z,2024-10-08T20:00:00Z,false
20,1,2024-10-08T20:00:00Z,2024-10-08T22:00:00Z,true
21,1,2024-10-13T08:00:00Z,2024-10-13T10:00:00Z,false
21,1,2024-10-13T10:00:00Z,2024-10-13T12:00:00Z,false
21,1,2024-10-13T12:00:00Z,2024-10-13T14:00:00Z,false
21,1,2024-10-13T14:00:00Z,2024-10-13T16:00:00Z,false
21,1,2024-10-13T16:00:00Z,2024-10-13T18:00:00Z,true
21,1,2024-10-13T18:00:00Z,2024-10-13T20:00:00Z,true
21,1,2024-10-13T20:00:00Z,2024-10-13T22:00:00Z,false
22,1,2024-10-11T08:00:00Z,2024-10-11T10:00:00Z,true
22,1,2024-10-11T10:00:00Z,2024-10-11T12:00:00Z,true
22,1,2024-10-11T12:00:00Z,2024-10-11T14:00:00Z,true
22,1,2024-10-11T14:00:00Z,2024-10-11T16:00:00Z,true
22,1,2024-10-11T16:00:00Z,2024-10-11T18:00:00Z,false
22,1,2024-10-11T18:00:00Z,2024-10-11T20:00:00Z,false
22,1,2024-10-11T20:00:00Z,2024-10-11T22:00:00Z,false
23,1,2024-10-10T08:00:00Z,2024-10-10T10:00:00Z,false
23,1,2024-10-10T10:00:00Z,2024-10-10T12:00:00Z,false
23,1,2024-10-10T12:00:00Z,2024-10-10T14:00:00Z,false
23,1,2024-10-10T14:00:00Z,2024-10-10T16:00:00Z,false
23,1,2024-10-10T16:00:00Z,2024-10-10T18:00:00Z,false
23,1,2024-10-10T18:00:00Z,2024-10-10T20:00:00Z,true
23,1,2024-10-10T20:00:00Z,2024-10-10T22:00:00Z,true
24,1,2024-10-03T08:00:00Z,2024-10-03T10:00:00Z,false
24,1,2024-10-03T10:00:00Z,2024-10-03T12:00:00Z,false
24,1,2024-10-03T12:00:00Z,2024-10-03T14:00:00Z,false
24,1,2024-10-03T14:00:00Z,2024-10-03T16:00:00Z,false
24,1,2024-10-03T16:00:00Z,2024-10-03T18:00:00Z,false
24,1,2024-10-03T18:00:00Z,2024-10-03T20:00:00Z,false
24,1,2024-10-03T20:00:00Z,2024-10-03T22:00:00Z,true
25,1,2024-10-22T08:00:00Z,2024-10-22T10:00:00Z,false
25,1,2024-10-22T10:00:00Z,2024-10-22T12:00:00Z,false
25,1,2024-10-22T12:00:00Z,2024-10-22T14:00:00Z,false
25,1,2024-10-22T14:00:00Z,2024-10-22T16:00:00Z,false
25,1,2024-10-22T16:00:00Z,2024-10-22T18:00:00Z,false
25,1,2024-10-22T18:00:00Z,2024-10-22T20:00:00Z,true
25,1,2024-10-22T20:00:00Z,2024-10-22T22:00:00Z,false
26,1,2024-10-16T08:00:00Z,2024-10-16T10:00:00Z,false
26,1,2024-10-16T10:00:00Z,2024-10-16T12:00:00Z,false
26,1,2024-10-16T12:00:00Z,2024-10-16T14:00:00Z,false
26,1,2024-10-16T14:00:00Z,2024-10-16T16:00:00Z,false
26,1,2024-10-16T16:00:00Z,2024-10-16T18:00:00Z,true
26,1,2024-10-16T18:00:00Z,2024-10-16T20:00:00Z,true
26,1,2024-10-16T20:00:00Z,2024-10-16T22:00:00Z,true
27,1,2024-09-29T08:00:00Z,2024-09-29T10:00:00Z,false
27,1,2024-09-29T10:00:00Z,2024-09-29T12:00:00Z,false
27,1,2024-09-29T12:00:00Z,2024-09-29T14:00:00Z,false
27,1,2024-09-29T14:00:00Z,2024-09-29T16:00:00Z,false
27,1,2024-09-29T16:00:00Z,2024-09-29T18:00:00Z,false
27,1,2024-09-29T18:00:00Z,2024-09-29T20:00:00Z,false
27,1,2024-09-29T20:00:00Z,2024-09-29T22:00:00Z,true
28,1,2024-09-30T08:00:00Z,2024-09-30T10:00:00Z,false
28,1,2024-09-30T10:00:00Z,2024-09-30T12:00:00Z,false
28,1,2024-09-30T12:00:00Z,2024-09-30T14:00:00Z,false
28,1,2024-09-30T14:00:00Z,2024-09-30T16:00:00Z,true
28,1,2024-09-30T16:00:00Z,2024-09-30T18:00:00Z,true
28,1,2024-09-30T18:00:00Z,2024-09-30T20:00:00Z,false
28,1,2024-09-30T20:00:00Z,2024-09-30T22:00:00Z,false
29,1,2024-10-23T08:00:00Z,2024-10-23T10:00:00Z,false
29,1,2024-10-23T10:00:00Z,2024-10-23T12:00:00Z,true
29,1,2024-10-23T12:00:00Z,2024-10-23T14:00:00Z,true
29,1,2024-10-23T14:00:00Z,2024-10-23T16:00:00Z,true
29,1,2024-10-23T16:00:00Z,2024-10-23T18:00:00Z,true
29,1,2024-10-23T18:00:00Z,2024-10-23T20:00:00Z,false
29,1,2024-10-23T20:00:00Z,2024-10-23T22:00:00Z,false
30,1,2024-10-05T08:00:00Z,2024-10-05T10:00:00Z,true
30,1,2024-10-05T10:00:00Z,2024-10-05T12:00:00Z,true
30,1,2024-10-05T12:00:00Z,2024-10-05T14:00:00Z,true
30,1,2024-10-05T14:00:00Z,2024-10-05T16:00:00Z,false
30,1,2024-10-05T16:00:00Z,2024-10-05T18:00:00Z,false
30,1,2024-10-05T18:00:00Z,2024-10-05T20:00:00Z,false
30,1,2024-10-05T20:00:00Z,2024-10-05T22:00:00Z,false
31,1,2024-10-24T08:00:00Z,2024-10-24T10:00:00Z,false
31,1,2024-10-24T10:00:00Z,2024-10-24T12:00:00Z,false
31,1,2024-10-24T12:00:00Z,2024-10-24T14:00:00Z,true
31,1,2024-10-24T14:00:00Z,2024-10-24T16:00:00Z,true
31,1,2024-10-24T16:00:00Z,2024-10-24T18:00:00Z,false
31,1,2024-10-24T18:00:00Z,2024-10-24T20:00:00Z,false
31,1,2024-10-24T20:00:00Z,2024-10-24T22:00:00Z,false
32,1,2024-10-09T08:00:00Z,2024-10-09T10:00:00Z,false
32,1,2024-10-09T10:00:00Z,2024-10-09T12:00:00Z,false
32,1,2024-10-09T12:00:00Z,2024-10-09T14:00:00Z,false
32,1,2024-10-09T14:00:00Z,2024-10-09T16:00:00Z,true
32,1,2024-10-09T16:00:00Z,2024-10-09T18:00:00Z,false
32,1,2024-10-09T18:00:00Z,2024-10-09T20:00:00Z,false
32,1,2024-10-09T20:00:00Z,2024-10-09T22:00:00Z,false
33,1,2024-10-01T08:00:00Z,2024-10-01T10:00:00Z,false
33,1,2024-10-01T10:00:00Z,2024-10-01T12:00:00Z,false
33,1,2024-10-01T12:00:00Z,2024-10-01T14:00:00Z,false
33,1,2024-10-01T14:00:00Z,2024-10-01T16:00:00Z,false
33,1,2024-10-01T16:00:00Z,2024-10-01T18:00:00Z,true
33,1,2024-10-01T18:00:00Z,2024-10-01T20:00:00Z,false
33,1,2024-10-01T20:00:00Z,2024-10-01T22:00:00Z,false
34,1,2024-10-21T08:00:00Z,2024-10-21T10:00:00Z,false
34,1,2024-10-21T10:00:00Z,2024-10-21T12:00:00Z,false
34,1,2024-10-21T12:00:00Z,2024-10-21T14:00:00Z,false
34,1,2024-10-21T14:00:00Z,2024-10-21T16:00:00Z,false
34,1,2024-10-21T16:00:00Z,2024-10-21T18:00:00Z,false
34,1,2024-10-21T18:00:00Z,2024-10-21T20:00:00Z,true
34,1,2024-10-21T20:00:00Z,2024-10-21T22:00:00Z,false
35,1,2024-10-06T08:00:00Z,2024-10-06T10:00:00Z,true
35,1,2024-10-06T10:00:00Z,2024-10-06T12:00:00Z,true
35,1,2024-10-06T12:00:00Z,2024-10-06T14:00:00Z,false
35,1,2024-10-06T14:00:00Z,2024-10-06T16:00:00Z,false
35,1,2024-10-06T16:00:00Z,2024-10-06T18:00:00Z,false
35,1,2024-10-06T18:00:00Z,2024-10-06T20:00:00Z,false
35,1,2024-10-06T20:00:00Z,2024-10-06T22:00:00Z,false
36,1,2024-10-06T08:00:00Z,2024-10-06T10:00:00Z,false
36,1,2024-10-06T10:00:00Z,2024-10-06T12:00:00Z,false
36,1,2024-10-06T12:00:00Z,2024-10-06T14:00:00Z,false
36,1,2024-10-06T14:00:00Z,2024-10-06T16:00:00Z,false
36,1,2024-10-06T16:00:00Z,2024-10-06T18:00:00Z,false
36,1,2024-10-06T18:00:00Z,2024-10-06T20:00:00Z,false
36,1,2024-10-06T20:00:00Z,2024-10-06T22:00:00Z,true
37,1,2024-10-22T08:00:00Z,2024-10-22T10:00:00Z,true
37,1,2024-10-22T10:00:00Z,2024-10-22T12:00:00Z,true
37,1,2024-10-22T12:00:00Z,2024-10-22T14:00:00Z,true
37,1,2024-10-22T14:00:00Z,2024-10-22T16:00:00Z,false
37,1,2024-10-22T16:00:00Z,2024-10-22T18:00:00Z,false
37,1,2024-10-22T18:00:00Z,2024-10-22T20:00:00Z,false
37,1,2024-10-22T20:00:00Z,2024-10-22T22:00:00Z,false
38,1,2024-10-09T08:00:00Z,2024-10-09T10:00:00Z,false
38,1,2024-10-09T10:00:00Z,2024-10-09T12:00:00Z,false
38,1,2024-10-09T12:00:00Z,2024-10-09T14:00:00Z,false
38,1,2024-10-09T14:00:00Z,2024-10-09T16:00:00Z,true
38,1,2024-10-09T16:00:00Z,2024-10-09T18:00:00Z,true
38,1,2024-10-09T18:00:00Z,2024-10-09T20:00:00Z,false
38,1,2024-10-09T20:00:00Z,2024-10-09T22:00:00Z,false
39,1,2024-10-04T08:00:00Z,2024-10-04T10:00:00Z,false
39,1,2024-10-04T10:00:00Z,2024-10-04T12:00:00Z,false
39,1,2024-10-04T12:00:00Z,2024-10-04T14:00:00Z,false
39,1,2024-10-04T14:00:00Z,2024-10-04T16:00:00Z,false
39,1,2024-10-04T16:00:00Z,2024-10-04T18:00:00Z,true
39,1,2024-10-04T18:00:00Z,2024-10-04T20:00:00Z,false
39,1,2024-10-04T20:00:00Z,2024-10-04T22:00:00Z,false
40,1,2024-10-04T08:00:00Z,2024-10-04T10:00:00Z,false
40,1,2024-10-04T10:00:00Z,2024-10-04T12:00:00Z,false
40,1,2024-10-04T12:00:00Z,2024-10-04T14:00:00Z,false
40,1,2024-10-04T14:00:00Z,2024-10-04T16:00:00Z,true
40,1,2024-10-04T16:00:00Z,2024-10-04T18:00:00Z,true
40,1,2024-10-04T18:00:00Z,2024-10-04T20:00:00Z,false
40,1,2024-10-04T20:00:00Z,2024-10-04T22:00:00Z,false
41,1,2024-10-11T08:00:00Z,2024-10-11T10:00:00Z,true
41,1,2024-10-11T10:00:00Z,2024-10-11T12:00:00Z,true
41,1,2024-10-11T12:00:00Z,2024-10-11T14:00:00Z,true
41,1,2024-10-11T14:00:00Z,2024-10-11T16:00:00Z,true
41,1,2024-10-11T16:00:00Z,2024-10-11T18:00:00Z,false
41,1,2024-10-11T18:00:00Z,2024-10-11T20:00:00Z,false
41,1,2024-10-11T20:00:00Z,2024-10-11T22:00:00Z,false
42,1,2024-10-20T08:00:00Z,2024-10-20T10:00:00Z,false
42,1,2024-10-20T10:00:00Z,2024-10-20T12:00:00Z,false
42,1,2024-10-20T12:00:00Z,2024-10-20T14:00:00Z,false
42,1,2024-10-20T14:00:00Z,2024-10-20T16:00:00Z,false
42,1,2024-10-20T16:00:00Z,2024-10-20T18:00:00Z,false
42,1,2024-10-20T18:00:00Z,2024-10-20T20:00:00Z,true
42,1,2024-10-20T20:00:00Z,2024-10-20T22:00:00Z,true
43,1,2024-09-29T08:00:00Z,2024-09-29T10:00:00Z,false
43,1,2024-09-29T10:00:00Z,2024-09-29T12:00:00Z,false
43,1,2024-09-29T12:00:00Z,2024-09-29T14:00:00Z,true
43,1,2024-09-29T14:00:00Z,2024-09-29T16:00:00Z,true
43,1,2024-09-29T16:00:00Z,2024-09-29T18:00:00Z,true
43,1,2024-09-29T18:00:00Z,2024-09-29T20:00:00Z,false
43,1,2024-09-29T20:00:00Z,2024-09-29T22:00:00Z,false
44,1,2024-10-20T08:00:00Z,2024-10-20T10:00:00Z,false
44,1,2024-10-20T10:00:00Z,2024-10-20T12:00:00Z,false
44,1,2024-10-20T12:00:00Z,2024-10-20T14:00:00Z,false
44,1,2024-10-20T14:00:00Z,2024-10-20T16:00:00Z,false
44,1,2024-10-20T16:00:00Z,2024-10-20T18:00:00Z,false
44,1,2024-10-20T18:00:00Z,2024-10-20T20:00:00Z,true
44,1,2024-10-20T20:00:00Z,2024-10-20T22:00:00Z,false
45,1,2024-10-13T08:00:00Z,2024-10-13T10:00:00Z,false
45,1,2024-10-13T10:00:00Z,2024-10-13T12:00:00Z,false
45,1,2024-10-13T12:00:00Z,2024-10-13T14:00:00Z,false
45,1,2024-10-13T14:00:00Z,2024-10-13T16:00:00Z,false
45,1,2024-10-13T16:00:00Z,2024-10-13T18:00:00Z,false
45,1,2024-10-13T18:00:00Z,2024-10-13T20:00:00Z,false
45,1,2024-10-13T20:00:00Z,2024-10-13T22:00:00Z,true
46,1,2024-10-05T08:00:00Z,2024-10-05T10:00:00Z,false
46,1,2024-10-05T10:00:00Z,2024-10-05T12:00:00Z,true
46,1,2024-10-05T12:00:00Z,2024-10-05T14:00:00Z,true
46,1,2024-10-05T14:00:00Z,2024-10-05T16:00:00Z,true
46,1,2024-10-05T16:00:00Z,2024-10-05T18:00:00Z,false
46,1,2024-10-05T18:00:00Z,2024-10-05T20:00:00Z,false
46,1,2024-10-05T20:00:00Z,2024-10-05T22:00:00Z,false
47,1,2024-10-09T08:00:00Z,2024-10-09T10:00:00Z,false
47,1,2024-10-09T10:00:00Z,2024-10-09T12:00:00Z,false
47,1,2024-10-09T12:00:00Z,2024-10-09T14:00:00Z,true
47,1,2024-10-09T14:00:00Z,2024-10-09T16:00:00Z,true
47,1,2024-10-09T16:00:00Z,2024-10-09T18:00:00Z,false
47,1,2024-10-09T18:00:00Z,2024-10-09T20:00:00Z,false
47,1,2024-10-09T20:00:00Z,2024-10-09T22:00:00Z,false
48,1,2024-10-02T08:00:00Z,2024-10-02T10:00:00Z,false
48,1,2024-10-02T10:00:00Z,2024-10-02T12:00:00Z,false
48,1,2024-10-02T12:00:00Z,2024-10-02T14:00:00Z,false
48,1,2024-10-02T14:00:00Z,2024-10-02T16:00:00Z,false
48,1,2024-10-02T16:00:00Z,2024-10-02T18:00:00Z,false
48,1,2024-10-02T18:00:00Z,2024-10-02T20:00:00Z,false
48,1,2024-10-02T20:00:00Z,2024-10-02T22:00:00Z,true
49,1,2024-10-10T08:00:00Z,2024-10-10T10:00:00Z,false
49,1,2024-10-10T10:00:00Z,2024-10-10T12:00:00Z,false
49,1,2024-10-10T12:00:00Z,2024-10-10T14:00:00Z,false
49,1,2024-10-10T14:00:00Z,2024-10-10T16:00:00Z,false
49,1,2024-10-10T16:00:00Z,2024-10-10T18:00:00Z,false
49,1,2024-10-10T18:00:00Z,2024-10-10T20:00:00Z,false
49,1,2024-10-10T20:00:00Z,2024-10-10T22:00:00Z,true
50,1,2024-10-16T08:00:00Z,2024-10-16T10:00:00Z,false
50,1,2024-10-16T10:00:00Z,2024-10-16T12:00:00Z,false
50,1,2024-10-16T12:00:00Z,2024-10-16T14:00:00Z,true
50,1,2024-10-16T14:00:00Z,2024-10-16T16:00:00Z,true
50,1,2024-10-16T16:00:00Z,2024-10-16T18:00:00Z,true
50,1,2024-10-16T18:00:00Z,2024-10-16T20:00:00Z,false
50,1,2024-10-16T20:00:00Z,2024-10-16T22:00:00Z,false
51,1,2024-10-06T08:00:00Z,2024-10-06T10:00:00Z,false
51,1,2024-10-06T10:00:00Z,2024-10-06T12:00:00Z,true
51,1,2024-10-06T12:00:00Z,2024-10-06T14:00:00Z,true
51,1,2024-10-06T14:00:00Z,2024-10-06T16:00:00Z,false
51,1,2024-10-06T16:00:00Z,2024-10-06T18:00:00Z,false
51,1,2024-10-06T18:00:00Z,2024-10-06T20:00:00Z,false
51,1,2024-10-06T20:00:00Z,2024-10-06T22:00:00Z,false
52,1,2024-10-12T08:00:00Z,2024-10-12T10:00:00Z,false
52,1,2024-10-12T10:00:00Z,2024-10-12T12:00:00Z,false
52,1,2024-10-12T12:00:00Z,2024-10-12T14:00:00Z,true
52,1,2024-10-12T14:00:00Z,2024-10-12T16:00:00Z,false
52,1,2024-10-12T16:00:00Z,2024-10-12T18:00:00Z,false
52,1,2024-10-12T18:00:00Z,2024-10-12T20:00:00Z,false
52,1,2024-10-12T20:00:00Z,2024-10-12T22:00:00Z,false
53,1,2024-10-21T08:00:00Z,2024-10-21T10:00:00Z,false
53,1,2024-10-21T10:00:00Z,2024-10-21T12:00:00Z,false
53,1,2024-10-21T12:00:00Z,2024-10-21T14:00:00Z,false
53,1,2024-10-21T14:00:00Z,2024-10-21T16:00:00Z,false
53,1,2024-10-21T16:00:00Z,2024-10-21T18:00:00Z,true
53,1,2024-10-21T18:00:00Z,2024-10-21T20:00:00Z,false
53,1,2024-10-21T20:00:00Z,2024-10-21T22:00:00Z,false
54,1,2024-10-27T08:00:00Z,2024-10-27T10:00:00Z,false
54,1,2024-10-27T10:00:00Z,2024-10-27T12:00:00Z,false
54,1,2024-10-27T12:00:00Z,2024-10-27T14:00:00Z,false
54,1,2024-10-27T14:00:00Z,2024-10-27T16:00:00Z,false
54,1,2024-10-27T16:00:00Z,2024-10-27T18:00:00Z,false
54,1,2024-10-27T18:00:00Z,2024-10-27T20:00:00Z,false
54,1,2024-10-27T20:00:00Z,2024-10-27T22:00:00Z,true
55,1,2024-10-03T08:00:00Z,2024-10-03T10:00:00Z,false
55,1,2024-10-03T10:00:00Z,2024-10-03T12:00:00Z,false
55,1,2024-10-03T12:00:00Z,2024-10-03T14:00:00Z,true
55,1,2024-10-03T14:00:00Z,2024-10-03T16:00:00Z,true
55,1,2024-10-03T16:00:00Z,2024-10-03T18:00:00Z,true
55,1,2024-10-03T18:00:00Z,2024-10-03T20:00:00Z,false
55,1,2024-10-03T20:00:00Z,2024-10-03T22:00:00Z,false
56,1,2024-10-03T08:00:00Z,2024-10-03T10:00:00Z,false
56,1,2024-10-03T10:00:00Z,2024-10-03T12:00:00Z,false
